name,domain,description,company
Project-11072,Retail,Project-11072: Retail project for analytics and ML.,Cloud48 Analytics
Project-11073,AdTech,Project-11073: AdTech project for analytics and ML.,Vision63 Soft
Project-11074,Finance,Project-11074: Finance project for analytics and ML.,Core483 Soft
Project-11075,Energy,Project-11075: Energy project for analytics and ML.,Smart26 Analytics
Project-11076,Retail,Project-11076: Retail project for analytics and ML.,Edge474 Solutions
Project-11077,Security,Project-11077: Security project for analytics and ML.,Edge222 Soft
Project-11078,EdTech,Project-11078: EdTech project for analytics and ML.,Next255 Analytics
Project-11079,Finance,Project-11079: Finance project for analytics and ML.,Prime196 Networks
Project-11080,AI,Project-11080: AI project for analytics and ML.,Beta219 Analytics
Project-11081,Retail,Project-11081: Retail project for analytics and ML.,Neo182 Soft
Project-11082,Agriculture,Project-11082: Agriculture project for analytics and ML.,Beta466 Systems
Project-11083,Retail,Project-11083: Retail project for analytics and ML.,Prime141 Labs
Project-11084,Gaming,Project-11084: Gaming project for analytics and ML.,Tech229 Works
Project-11085,Retail,Project-11085: Retail project for analytics and ML.,Beta18 Systems
Project-11086,Security,Project-11086: Security project for analytics and ML.,Core318 Soft
Project-11087,Security,Project-11087: Security project for analytics and ML.,Omni126 Corp
Project-11088,AI,Project-11088: AI project for analytics and ML.,Core152 Labs
Project-11089,Energy,Project-11089: Energy project for analytics and ML.,Omni211 Dynamics
Project-11090,Transport,Project-11090: Transport project for analytics and ML.,Next246 Analytics
Project-11091,Finance,Project-11091: Finance project for analytics and ML.,Data45 Systems
Project-11092,Gaming,Project-11092: Gaming project for analytics and ML.,Alpha197 Networks
Project-11093,Retail,Project-11093: Retail project for analytics and ML.,Tech215 Systems
Project-11094,Agriculture,Project-11094: Agriculture project for analytics and ML.,Core330 Soft
Project-11095,Transport,Project-11095: Transport project for analytics and ML.,Smart128 Labs
Project-11096,AI,Project-11096: AI project for analytics and ML.,Smart411 Corp
Project-11097,Transport,Project-11097: Transport project for analytics and ML.,Prime407 Systems
Project-11098,Finance,Project-11098: Finance project for analytics and ML.,Prime196 Networks
Project-11099,AdTech,Project-11099: AdTech project for analytics and ML.,Next246 Analytics
Project-11100,Transport,Project-11100: Transport project for analytics and ML.,Edge401 Solutions
Project-11101,Energy,Project-11101: Energy project for analytics and ML.,Data177 Works
Project-11102,Security,Project-11102: Security project for analytics and ML.,Omni258 AI
Project-11103,AdTech,Project-11103: AdTech project for analytics and ML.,Neo199 Dynamics
Project-11104,Gaming,Project-11104: Gaming project for analytics and ML.,Next93 Labs
Project-11105,Finance,Project-11105: Finance project for analytics and ML.,Smart164 Soft
Project-11106,Security,Project-11106: Security project for analytics and ML.,Smart113 Dynamics
Project-11107,Finance,Project-11107: Finance project for analytics and ML.,Data459 Labs
Project-11108,Gaming,Project-11108: Gaming project for analytics and ML.,Cloud30 Works
Project-11109,Energy,Project-11109: Energy project for analytics and ML.,Cloud272 Works
Project-11110,AdTech,Project-11110: AdTech project for analytics and ML.,Next393 Systems
Project-11111,Security,Project-11111: Security project for analytics and ML.,Data120 AI
Project-11112,Retail,Project-11112: Retail project for analytics and ML.,Data52 Corp
Project-11113,Agriculture,Project-11113: Agriculture project for analytics and ML.,Cloud337 Systems
Project-11114,Agriculture,Project-11114: Agriculture project for analytics and ML.,Vision137 Systems
Project-11115,Transport,Project-11115: Transport project for analytics and ML.,Tech418 Soft
Project-11116,Finance,Project-11116: Finance project for analytics and ML.,Neo392 Soft
Project-11117,Agriculture,Project-11117: Agriculture project for analytics and ML.,Cloud295 Works
Project-11118,EdTech,Project-11118: EdTech project for analytics and ML.,Neo182 Soft
Project-11119,Retail,Project-11119: Retail project for analytics and ML.,Beta91 AI
Project-11120,Agriculture,Project-11120: Agriculture project for analytics and ML.,Omni304 Dynamics
Project-11121,AdTech,Project-11121: AdTech project for analytics and ML.,Next413 Solutions
Project-11122,AdTech,Project-11122: AdTech project for analytics and ML.,Core468 Corp
Project-11123,Security,Project-11123: Security project for analytics and ML.,Core15 AI
Project-11124,AdTech,Project-11124: AdTech project for analytics and ML.,Edge486 Corp
Project-11125,Security,Project-11125: Security project for analytics and ML.,Data289 Dynamics
Project-11126,Retail,Project-11126: Retail project for analytics and ML.,Data289 Dynamics
Project-11127,Agriculture,Project-11127: Agriculture project for analytics and ML.,Neo429 Soft
Project-11128,Energy,Project-11128: Energy project for analytics and ML.,Neo278 AI
Project-11129,Gaming,Project-11129: Gaming project for analytics and ML.,Next90 Solutions
Project-11130,Energy,Project-11130: Energy project for analytics and ML.,Neo20 Works
Project-11131,Healthcare,Project-11131: Healthcare project for analytics and ML.,Bright29 Corp
Project-11132,Agriculture,Project-11132: Agriculture project for analytics and ML.,Next309 AI
Project-11133,Agriculture,Project-11133: Agriculture project for analytics and ML.,Prime11 Soft
Project-11134,Transport,Project-11134: Transport project for analytics and ML.,Beta245 Analytics
Project-11135,Finance,Project-11135: Finance project for analytics and ML.,Smart170 Analytics
Project-11136,Security,Project-11136: Security project for analytics and ML.,Bright104 Analytics
Project-11137,Retail,Project-11137: Retail project for analytics and ML.,Edge175 Soft
Project-11138,Retail,Project-11138: Retail project for analytics and ML.,Edge471 Systems
Project-11139,AdTech,Project-11139: AdTech project for analytics and ML.,Tech31 Networks
Project-11140,Finance,Project-11140: Finance project for analytics and ML.,Beta76 Corp
Project-11141,Security,Project-11141: Security project for analytics and ML.,Vision361 Dynamics
Project-11142,Retail,Project-11142: Retail project for analytics and ML.,Alpha397 Solutions
Project-11143,Healthcare,Project-11143: Healthcare project for analytics and ML.,Bright434 Solutions
Project-11144,Transport,Project-11144: Transport project for analytics and ML.,Core441 Dynamics
Project-11145,AdTech,Project-11145: AdTech project for analytics and ML.,Smart492 Soft
Project-11146,Healthcare,Project-11146: Healthcare project for analytics and ML.,Vision192 Systems
Project-11147,AI,Project-11147: AI project for analytics and ML.,Tech203 Works
Project-11148,Security,Project-11148: Security project for analytics and ML.,Data52 Corp
Project-11149,AdTech,Project-11149: AdTech project for analytics and ML.,Prime155 Analytics
Project-11150,AdTech,Project-11150: AdTech project for analytics and ML.,Core70 Systems
Project-11151,Retail,Project-11151: Retail project for analytics and ML.,Beta375 Dynamics
Project-11152,EdTech,Project-11152: EdTech project for analytics and ML.,Edge406 Dynamics
Project-11153,AI,Project-11153: AI project for analytics and ML.,Smart492 Soft
Project-11154,Energy,Project-11154: Energy project for analytics and ML.,Next333 Dynamics
Project-11155,AdTech,Project-11155: AdTech project for analytics and ML.,Next90 Solutions
Project-11156,Transport,Project-11156: Transport project for analytics and ML.,Edge356 Corp
Project-11157,Security,Project-11157: Security project for analytics and ML.,Core403 Dynamics
Project-11158,AdTech,Project-11158: AdTech project for analytics and ML.,Neo115 Dynamics
Project-11159,AI,Project-11159: AI project for analytics and ML.,Next302 Soft
Project-11160,Retail,Project-11160: Retail project for analytics and ML.,Core194 Networks
Project-11161,Gaming,Project-11161: Gaming project for analytics and ML.,Bright376 Networks
Project-11162,Gaming,Project-11162: Gaming project for analytics and ML.,Omni66 Solutions
Project-11163,Retail,Project-11163: Retail project for analytics and ML.,Vision374 Networks
Project-11164,Finance,Project-11164: Finance project for analytics and ML.,Edge486 Corp
Project-11165,Security,Project-11165: Security project for analytics and ML.,Data201 Solutions
Project-11166,Security,Project-11166: Security project for analytics and ML.,Bright17 Analytics
Project-11167,Retail,Project-11167: Retail project for analytics and ML.,Next309 AI
Project-11168,AdTech,Project-11168: AdTech project for analytics and ML.,Omni472 Systems
Project-11169,Security,Project-11169: Security project for analytics and ML.,Vision114 Corp
Project-11170,AI,Project-11170: AI project for analytics and ML.,Cloud290 Works
Project-11171,Healthcare,Project-11171: Healthcare project for analytics and ML.,Smart480 Dynamics
Project-11172,Energy,Project-11172: Energy project for analytics and ML.,Prime73 Works
Project-11173,AdTech,Project-11173: AdTech project for analytics and ML.,Prime382 Soft
Project-11174,Healthcare,Project-11174: Healthcare project for analytics and ML.,Neo122 AI
Project-11175,AdTech,Project-11175: AdTech project for analytics and ML.,Smart164 Soft
Project-11176,Retail,Project-11176: Retail project for analytics and ML.,Edge326 Works
Project-11177,Healthcare,Project-11177: Healthcare project for analytics and ML.,Alpha421 Solutions
Project-11178,AI,Project-11178: AI project for analytics and ML.,Cloud328 AI
Project-11179,AdTech,Project-11179: AdTech project for analytics and ML.,Tech229 Works
Project-11180,Finance,Project-11180: Finance project for analytics and ML.,Core136 AI
Project-11181,Agriculture,Project-11181: Agriculture project for analytics and ML.,Smart128 Labs
Project-11182,Healthcare,Project-11182: Healthcare project for analytics and ML.,Vision180 Networks
Project-11183,Gaming,Project-11183: Gaming project for analytics and ML.,Core403 Dynamics
Project-11184,Healthcare,Project-11184: Healthcare project for analytics and ML.,Core369 Networks
Project-11185,Finance,Project-11185: Finance project for analytics and ML.,Core25 Works
Project-11186,EdTech,Project-11186: EdTech project for analytics and ML.,Bright225 Corp
Project-11187,EdTech,Project-11187: EdTech project for analytics and ML.,Prime497 Networks
Project-11188,Retail,Project-11188: Retail project for analytics and ML.,Tech453 Dynamics
Project-11189,EdTech,Project-11189: EdTech project for analytics and ML.,Cloud253 Corp
Project-11190,EdTech,Project-11190: EdTech project for analytics and ML.,Vision180 Networks
Project-11191,Transport,Project-11191: Transport project for analytics and ML.,Next193 AI
Project-11192,Healthcare,Project-11192: Healthcare project for analytics and ML.,Bright425 Soft
Project-11193,Energy,Project-11193: Energy project for analytics and ML.,Edge404 Corp
Project-11194,Security,Project-11194: Security project for analytics and ML.,Tech334 Labs
Project-11195,AI,Project-11195: AI project for analytics and ML.,Omni116 Dynamics
Project-11196,Retail,Project-11196: Retail project for analytics and ML.,Next232 Solutions
Project-11197,Healthcare,Project-11197: Healthcare project for analytics and ML.,Beta410 Works
Project-11198,Finance,Project-11198: Finance project for analytics and ML.,Prime151 Networks
Project-11199,Finance,Project-11199: Finance project for analytics and ML.,Smart164 Soft
Project-11200,Gaming,Project-11200: Gaming project for analytics and ML.,Alpha488 Solutions
Project-11201,Healthcare,Project-11201: Healthcare project for analytics and ML.,Tech38 Networks
Project-11202,AdTech,Project-11202: AdTech project for analytics and ML.,Next88 Dynamics
Project-11203,EdTech,Project-11203: EdTech project for analytics and ML.,Tech83 AI
Project-11204,Healthcare,Project-11204: Healthcare project for analytics and ML.,Tech281 AI
Project-11205,Healthcare,Project-11205: Healthcare project for analytics and ML.,Next174 Soft
Project-11206,Security,Project-11206: Security project for analytics and ML.,Tech315 AI
Project-11207,Energy,Project-11207: Energy project for analytics and ML.,Vision361 Dynamics
Project-11208,Finance,Project-11208: Finance project for analytics and ML.,Data221 Analytics
Project-11209,AI,Project-11209: AI project for analytics and ML.,Neo85 Soft
Project-11210,Security,Project-11210: Security project for analytics and ML.,Tech456 Dynamics
Project-11211,EdTech,Project-11211: EdTech project for analytics and ML.,Bright81 Networks
Project-11212,Finance,Project-11212: Finance project for analytics and ML.,Data52 Corp
Project-11213,AdTech,Project-11213: AdTech project for analytics and ML.,Neo106 Solutions
Project-11214,Agriculture,Project-11214: Agriculture project for analytics and ML.,Vision210 Analytics
Project-11215,Transport,Project-11215: Transport project for analytics and ML.,Data370 Dynamics
Project-11216,Transport,Project-11216: Transport project for analytics and ML.,Core136 AI
Project-11217,AI,Project-11217: AI project for analytics and ML.,Alpha145 Networks
Project-11218,Gaming,Project-11218: Gaming project for analytics and ML.,Neo122 AI
Project-11219,Healthcare,Project-11219: Healthcare project for analytics and ML.,Smart26 Analytics
Project-11220,EdTech,Project-11220: EdTech project for analytics and ML.,Core293 Dynamics
Project-11221,Transport,Project-11221: Transport project for analytics and ML.,Vision431 Systems
Project-11222,Energy,Project-11222: Energy project for analytics and ML.,Vision79 Labs
Project-11223,Finance,Project-11223: Finance project for analytics and ML.,Omni185 Solutions
Project-11224,Finance,Project-11224: Finance project for analytics and ML.,Beta219 Analytics
Project-11225,Healthcare,Project-11225: Healthcare project for analytics and ML.,Prime151 Networks
Project-11226,AI,Project-11226: AI project for analytics and ML.,Neo321 Works
Project-11227,Security,Project-11227: Security project for analytics and ML.,Next246 Analytics
Project-11228,Agriculture,Project-11228: Agriculture project for analytics and ML.,Prime50 Corp
Project-11229,Finance,Project-11229: Finance project for analytics and ML.,Neo106 Solutions
Project-11230,Retail,Project-11230: Retail project for analytics and ML.,Tech327 Solutions
Project-11231,Gaming,Project-11231: Gaming project for analytics and ML.,Bright42 Solutions
Project-11232,Energy,Project-11232: Energy project for analytics and ML.,Edge433 Networks
Project-11233,Healthcare,Project-11233: Healthcare project for analytics and ML.,Beta158 Dynamics
Project-11234,EdTech,Project-11234: EdTech project for analytics and ML.,Prime242 Systems
Project-11235,Energy,Project-11235: Energy project for analytics and ML.,Data459 Labs
Project-11236,AI,Project-11236: AI project for analytics and ML.,Core136 AI
Project-11237,Healthcare,Project-11237: Healthcare project for analytics and ML.,Omni329 Systems
Project-11238,Transport,Project-11238: Transport project for analytics and ML.,Neo199 Dynamics
Project-11239,Retail,Project-11239: Retail project for analytics and ML.,Data190 Networks
Project-11240,EdTech,Project-11240: EdTech project for analytics and ML.,Data190 Networks
Project-11241,Retail,Project-11241: Retail project for analytics and ML.,Tech229 Works
Project-11242,Finance,Project-11242: Finance project for analytics and ML.,Neo135 Analytics
Project-11243,Energy,Project-11243: Energy project for analytics and ML.,Bright239 Analytics
Project-11244,Gaming,Project-11244: Gaming project for analytics and ML.,Omni116 Dynamics
Project-11245,Gaming,Project-11245: Gaming project for analytics and ML.,Data289 Dynamics
Project-11246,Finance,Project-11246: Finance project for analytics and ML.,Data78 Dynamics
Project-11247,AI,Project-11247: AI project for analytics and ML.,Prime50 Corp
Project-11248,Healthcare,Project-11248: Healthcare project for analytics and ML.,Bright343 Analytics
Project-11249,AdTech,Project-11249: AdTech project for analytics and ML.,Omni414 Analytics
Project-11250,Transport,Project-11250: Transport project for analytics and ML.,Vision212 Corp
Project-11251,Security,Project-11251: Security project for analytics and ML.,Edge117 Soft
Project-11252,Transport,Project-11252: Transport project for analytics and ML.,Tech32 Soft
Project-11253,EdTech,Project-11253: EdTech project for analytics and ML.,Vision420 Dynamics
Project-11254,Transport,Project-11254: Transport project for analytics and ML.,Tech215 Systems
Project-11255,Transport,Project-11255: Transport project for analytics and ML.,Prime352 AI
Project-11256,Energy,Project-11256: Energy project for analytics and ML.,Core294 Systems
Project-11257,Agriculture,Project-11257: Agriculture project for analytics and ML.,Vision244 Dynamics
Project-11258,Gaming,Project-11258: Gaming project for analytics and ML.,Omni41 Soft
Project-11259,EdTech,Project-11259: EdTech project for analytics and ML.,Omni463 Solutions
Project-11260,Finance,Project-11260: Finance project for analytics and ML.,Omni258 AI
Project-11261,Security,Project-11261: Security project for analytics and ML.,Tech462 Corp
Project-11262,Transport,Project-11262: Transport project for analytics and ML.,Beta410 Works
Project-11263,Security,Project-11263: Security project for analytics and ML.,Beta347 Analytics
Project-11264,Security,Project-11264: Security project for analytics and ML.,Beta76 Corp
Project-11265,Healthcare,Project-11265: Healthcare project for analytics and ML.,Omni487 AI
Project-11266,Energy,Project-11266: Energy project for analytics and ML.,Edge89 AI
Project-11267,Retail,Project-11267: Retail project for analytics and ML.,Tech498 Solutions
Project-11268,Agriculture,Project-11268: Agriculture project for analytics and ML.,Omni414 Analytics
Project-11269,Agriculture,Project-11269: Agriculture project for analytics and ML.,Edge65 Corp
Project-11270,Finance,Project-11270: Finance project for analytics and ML.,Core217 Dynamics
Project-11271,Healthcare,Project-11271: Healthcare project for analytics and ML.,Tech350 Networks
Project-11272,EdTech,Project-11272: EdTech project for analytics and ML.,Bright104 Analytics
Project-11273,AI,Project-11273: AI project for analytics and ML.,Beta76 Corp
Project-11274,Security,Project-11274: Security project for analytics and ML.,Bright133 Solutions
Project-11275,AdTech,Project-11275: AdTech project for analytics and ML.,Data467 Corp
Project-11276,Healthcare,Project-11276: Healthcare project for analytics and ML.,Data45 Systems
Project-11277,EdTech,Project-11277: EdTech project for analytics and ML.,Neo285 Networks
Project-11278,EdTech,Project-11278: EdTech project for analytics and ML.,Prime283 Dynamics
Project-11279,AdTech,Project-11279: AdTech project for analytics and ML.,Neo439 Dynamics
Project-11280,Gaming,Project-11280: Gaming project for analytics and ML.,Vision267 Soft
Project-11281,Energy,Project-11281: Energy project for analytics and ML.,Bright470 Soft
Project-11282,Finance,Project-11282: Finance project for analytics and ML.,Core403 Dynamics
Project-11283,Security,Project-11283: Security project for analytics and ML.,Neo301 Analytics
Project-11284,Transport,Project-11284: Transport project for analytics and ML.,Edge401 Solutions
Project-11285,EdTech,Project-11285: EdTech project for analytics and ML.,Cloud58 Analytics
Project-11286,EdTech,Project-11286: EdTech project for analytics and ML.,Prime77 Corp
Project-11287,Retail,Project-11287: Retail project for analytics and ML.,Edge291 Corp
Project-11288,Security,Project-11288: Security project for analytics and ML.,Beta299 Dynamics
Project-11289,Healthcare,Project-11289: Healthcare project for analytics and ML.,Edge474 Solutions
Project-11290,Healthcare,Project-11290: Healthcare project for analytics and ML.,Data289 Dynamics
Project-11291,Healthcare,Project-11291: Healthcare project for analytics and ML.,Core403 Dynamics
Project-11292,Gaming,Project-11292: Gaming project for analytics and ML.,Data445 Corp
Project-11293,Transport,Project-11293: Transport project for analytics and ML.,Edge451 Works
Project-11294,AdTech,Project-11294: AdTech project for analytics and ML.,Edge450 Works
Project-11295,EdTech,Project-11295: EdTech project for analytics and ML.,Core136 AI
Project-11296,EdTech,Project-11296: EdTech project for analytics and ML.,Data336 Systems
Project-11297,Energy,Project-11297: Energy project for analytics and ML.,Core293 Dynamics
Project-11298,Security,Project-11298: Security project for analytics and ML.,Edge243 Corp
Project-11299,Finance,Project-11299: Finance project for analytics and ML.,Edge89 AI
Project-11300,Gaming,Project-11300: Gaming project for analytics and ML.,Next207 Works
Project-11301,Retail,Project-11301: Retail project for analytics and ML.,Neo317 Networks
Project-11302,Security,Project-11302: Security project for analytics and ML.,Data349 Soft
Project-11303,EdTech,Project-11303: EdTech project for analytics and ML.,Neo20 Works
Project-11304,EdTech,Project-11304: EdTech project for analytics and ML.,Tech456 Dynamics
Project-11305,AdTech,Project-11305: AdTech project for analytics and ML.,Data354 Networks
Project-11306,Agriculture,Project-11306: Agriculture project for analytics and ML.,Smart26 Analytics
Project-11307,Energy,Project-11307: Energy project for analytics and ML.,Omni472 Systems
Project-11308,Gaming,Project-11308: Gaming project for analytics and ML.,Beta460 Networks
Project-11309,AdTech,Project-11309: AdTech project for analytics and ML.,Prime11 Soft
Project-11310,AdTech,Project-11310: AdTech project for analytics and ML.,Data419 Corp
Project-11311,Gaming,Project-11311: Gaming project for analytics and ML.,Prime160 Networks
Project-11312,Gaming,Project-11312: Gaming project for analytics and ML.,Prime432 Corp
Project-11313,Energy,Project-11313: Energy project for analytics and ML.,Edge440 Networks
Project-11314,AI,Project-11314: AI project for analytics and ML.,Data51 Solutions
Project-11315,Agriculture,Project-11315: Agriculture project for analytics and ML.,Prime69 Works
Project-11316,Gaming,Project-11316: Gaming project for analytics and ML.,Core499 Soft
Project-11317,Energy,Project-11317: Energy project for analytics and ML.,Alpha397 Solutions
Project-11318,AdTech,Project-11318: AdTech project for analytics and ML.,Omni138 Corp
Project-11319,EdTech,Project-11319: EdTech project for analytics and ML.,Bright310 Systems
Project-11320,AI,Project-11320: AI project for analytics and ML.,Next46 Dynamics
Project-11321,Agriculture,Project-11321: Agriculture project for analytics and ML.,Data227 AI
Project-11322,Agriculture,Project-11322: Agriculture project for analytics and ML.,Core468 Corp
Project-11323,EdTech,Project-11323: EdTech project for analytics and ML.,Cloud380 Solutions
Project-11324,Energy,Project-11324: Energy project for analytics and ML.,Prime389 Systems
Project-11325,Transport,Project-11325: Transport project for analytics and ML.,Data445 Corp
Project-11326,AdTech,Project-11326: AdTech project for analytics and ML.,Alpha421 Solutions
Project-11327,Finance,Project-11327: Finance project for analytics and ML.,Bright264 Systems
Project-11328,Retail,Project-11328: Retail project for analytics and ML.,Cloud34 Labs
Project-11329,Gaming,Project-11329: Gaming project for analytics and ML.,Omni364 Labs
Project-11330,Transport,Project-11330: Transport project for analytics and ML.,Next207 Works
Project-11331,Retail,Project-11331: Retail project for analytics and ML.,Alpha400 Networks
Project-11332,Transport,Project-11332: Transport project for analytics and ML.,Edge451 Works
Project-11333,Security,Project-11333: Security project for analytics and ML.,Core15 AI
Project-11334,Retail,Project-11334: Retail project for analytics and ML.,Alpha99 Soft
Project-11335,Agriculture,Project-11335: Agriculture project for analytics and ML.,Neo429 Soft
Project-11336,Finance,Project-11336: Finance project for analytics and ML.,Smart128 Labs
Project-11337,Finance,Project-11337: Finance project for analytics and ML.,Beta234 Networks
Project-11338,Finance,Project-11338: Finance project for analytics and ML.,Edge471 Systems
Project-11339,AdTech,Project-11339: AdTech project for analytics and ML.,Vision361 Dynamics
Project-11340,Agriculture,Project-11340: Agriculture project for analytics and ML.,Prime141 Labs
Project-11341,AdTech,Project-11341: AdTech project for analytics and ML.,Alpha422 Solutions
Project-11342,Energy,Project-11342: Energy project for analytics and ML.,Prime259 Soft
Project-11343,EdTech,Project-11343: EdTech project for analytics and ML.,Edge326 Works
Project-11344,Healthcare,Project-11344: Healthcare project for analytics and ML.,Data349 Soft
Project-11345,Finance,Project-11345: Finance project for analytics and ML.,Smart124 Labs
Project-11346,AdTech,Project-11346: AdTech project for analytics and ML.,Omni251 AI
Project-11347,Security,Project-11347: Security project for analytics and ML.,Tech229 Works
Project-11348,Retail,Project-11348: Retail project for analytics and ML.,Smart492 Soft
Project-11349,Energy,Project-11349: Energy project for analytics and ML.,Neo301 Analytics
Project-11350,Transport,Project-11350: Transport project for analytics and ML.,Vision180 Networks
Project-11351,AdTech,Project-11351: AdTech project for analytics and ML.,Core84 Corp
Project-11352,Gaming,Project-11352: Gaming project for analytics and ML.,Smart384 Systems
Project-11353,Healthcare,Project-11353: Healthcare project for analytics and ML.,Core146 Solutions
Project-11354,Finance,Project-11354: Finance project for analytics and ML.,Omni198 Systems
Project-11355,Finance,Project-11355: Finance project for analytics and ML.,Core84 Corp
Project-11356,Security,Project-11356: Security project for analytics and ML.,Alpha400 Networks
Project-11357,Agriculture,Project-11357: Agriculture project for analytics and ML.,Neo439 Dynamics
Project-11358,Agriculture,Project-11358: Agriculture project for analytics and ML.,Alpha332 Labs
Project-11359,Agriculture,Project-11359: Agriculture project for analytics and ML.,Beta347 Analytics
Project-11360,Agriculture,Project-11360: Agriculture project for analytics and ML.,Omni138 Corp
Project-11361,AI,Project-11361: AI project for analytics and ML.,Vision210 Analytics
Project-11362,Transport,Project-11362: Transport project for analytics and ML.,Prime11 Soft
Project-11363,AI,Project-11363: AI project for analytics and ML.,Beta5 Soft
Project-11364,Energy,Project-11364: Energy project for analytics and ML.,Data467 Corp
Project-11365,Retail,Project-11365: Retail project for analytics and ML.,Alpha332 Labs
Project-11366,Retail,Project-11366: Retail project for analytics and ML.,Smart308 Soft
Project-11367,Finance,Project-11367: Finance project for analytics and ML.,Neo115 Dynamics
Project-11368,Gaming,Project-11368: Gaming project for analytics and ML.,Edge312 Works
Project-11369,Gaming,Project-11369: Gaming project for analytics and ML.,Neo365 AI
Project-11370,AI,Project-11370: AI project for analytics and ML.,Prime141 Labs
Project-11371,EdTech,Project-11371: EdTech project for analytics and ML.,Data459 Labs
Project-11372,EdTech,Project-11372: EdTech project for analytics and ML.,Omni437 Works
Project-11373,AdTech,Project-11373: AdTech project for analytics and ML.,Bright236 Systems
Project-11374,Gaming,Project-11374: Gaming project for analytics and ML.,Smart112 Solutions
Project-11375,Energy,Project-11375: Energy project for analytics and ML.,Prime155 Analytics
Project-11376,AI,Project-11376: AI project for analytics and ML.,Vision267 Soft
Project-11377,Security,Project-11377: Security project for analytics and ML.,Omni204 Analytics
Project-11378,Security,Project-11378: Security project for analytics and ML.,Vision53 Networks
Project-11379,Finance,Project-11379: Finance project for analytics and ML.,Data262 Works
Project-11380,AI,Project-11380: AI project for analytics and ML.,Beta495 AI
Project-11381,AdTech,Project-11381: AdTech project for analytics and ML.,Tech288 Networks
Project-11382,AI,Project-11382: AI project for analytics and ML.,Data305 Solutions
Project-11383,Security,Project-11383: Security project for analytics and ML.,Alpha145 Networks
Project-11384,Gaming,Project-11384: Gaming project for analytics and ML.,Edge351 Systems
Project-11385,Healthcare,Project-11385: Healthcare project for analytics and ML.,Next247 Corp
Project-11386,Healthcare,Project-11386: Healthcare project for analytics and ML.,Alpha173 Soft
Project-11387,Gaming,Project-11387: Gaming project for analytics and ML.,Cloud328 AI
Project-11388,AdTech,Project-11388: AdTech project for analytics and ML.,Next442 AI
Project-11389,Gaming,Project-11389: Gaming project for analytics and ML.,Tech134 Dynamics
Project-11390,AI,Project-11390: AI project for analytics and ML.,Neo365 AI
Project-11391,AI,Project-11391: AI project for analytics and ML.,Bright153 Soft
Project-11392,Agriculture,Project-11392: Agriculture project for analytics and ML.,Prime77 Corp
Project-11393,Transport,Project-11393: Transport project for analytics and ML.,Neo392 Soft
Project-11394,Agriculture,Project-11394: Agriculture project for analytics and ML.,Data461 Analytics
Project-11395,Finance,Project-11395: Finance project for analytics and ML.,Next413 Solutions
Project-11396,Security,Project-11396: Security project for analytics and ML.,Next207 Works
Project-11397,AI,Project-11397: AI project for analytics and ML.,Smart164 Soft
Project-11398,AI,Project-11398: AI project for analytics and ML.,Prime72 Analytics
Project-11399,Finance,Project-11399: Finance project for analytics and ML.,Data336 Systems
Project-11400,Energy,Project-11400: Energy project for analytics and ML.,Core152 Labs
Project-11401,Gaming,Project-11401: Gaming project for analytics and ML.,Alpha465 AI
Project-11402,EdTech,Project-11402: EdTech project for analytics and ML.,Vision208 Solutions
Project-11403,EdTech,Project-11403: EdTech project for analytics and ML.,Core378 Dynamics
Project-11404,Finance,Project-11404: Finance project for analytics and ML.,Beta299 Dynamics
Project-11405,Security,Project-11405: Security project for analytics and ML.,Tech418 Soft
Project-11406,Agriculture,Project-11406: Agriculture project for analytics and ML.,Vision176 Dynamics
Project-11407,Agriculture,Project-11407: Agriculture project for analytics and ML.,Prime352 AI
Project-11408,Transport,Project-11408: Transport project for analytics and ML.,Tech327 Solutions
Project-11409,Energy,Project-11409: Energy project for analytics and ML.,Alpha465 AI
Project-11410,AI,Project-11410: AI project for analytics and ML.,Tech184 Labs
Project-11411,Transport,Project-11411: Transport project for analytics and ML.,Beta154 Soft
Project-11412,Retail,Project-11412: Retail project for analytics and ML.,Vision431 Systems
Project-11413,AI,Project-11413: AI project for analytics and ML.,Bright449 Labs
Project-11414,Transport,Project-11414: Transport project for analytics and ML.,Next93 Labs
Project-11415,Gaming,Project-11415: Gaming project for analytics and ML.,Prime50 Corp
Project-11416,Energy,Project-11416: Energy project for analytics and ML.,Omni66 Solutions
Project-11417,Gaming,Project-11417: Gaming project for analytics and ML.,Bright372 Dynamics
Project-11418,Transport,Project-11418: Transport project for analytics and ML.,Bright391 Dynamics
Project-11419,Retail,Project-11419: Retail project for analytics and ML.,Cloud485 Analytics
Project-11420,AI,Project-11420: AI project for analytics and ML.,Data461 Analytics
Project-11421,AdTech,Project-11421: AdTech project for analytics and ML.,Data336 Systems
Project-11422,Healthcare,Project-11422: Healthcare project for analytics and ML.,Vision114 Corp
Project-11423,AdTech,Project-11423: AdTech project for analytics and ML.,Neo115 Dynamics
Project-11424,Gaming,Project-11424: Gaming project for analytics and ML.,Prime216 Networks
Project-11425,AdTech,Project-11425: AdTech project for analytics and ML.,Tech191 Solutions
Project-11426,Gaming,Project-11426: Gaming project for analytics and ML.,Prime300 Soft
Project-11427,Gaming,Project-11427: Gaming project for analytics and ML.,Smart238 Dynamics
Project-11428,Healthcare,Project-11428: Healthcare project for analytics and ML.,Neo241 Networks
Project-11429,Finance,Project-11429: Finance project for analytics and ML.,Tech444 Analytics
